,Unnamed: 0,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos,cluster
90,103,MGHT11,Hotel,95.0,0.007403360615142681,0.036188178528347416,0.30927835051546393,0.4054054054054054,0.42063492063492064,0.0,0.30865384615384617,0.6133509583608724,0.6173214673323204,0.7146129929635083,0.020066372450875856,0.027764839828184028,0.5044247787610621,0.06063829787234042,0.0,1
91,104,MORE11,Títulos e Val. Mob.,111.25,0.0059788519174704,0.05428226779252111,0.4175257731958763,0.5472972972972974,0.0,0.0,0.3201923076923077,0.7224058162590878,0.7299761232906448,0.8792341678939617,0.013502913833076537,0.027888469124302068,0.6460176991150443,0.06063829787234042,0.0,1
92,106,NCHB11,Títulos e Val. Mob.,94.0,0.0018380757389319761,0.01930036188178529,0.1752577319587629,0.07432432432432433,0.047619047619047616,0.0,0.032692307692307694,0.619960343688037,0.6181897113088778,0.6720667648502701,0.0116697665379125,0.025076621412594084,0.584070796460177,0.06063829787234042,0.0,1
93,107,NEWL11,Híbrido,102.94,0.002057623674415517,0.042219541616405315,0.35567010309278346,0.472972972972973,0.3174603174603175,0.0,0.4019230769230769,0.6305353602115004,0.6362057738224441,0.4390443462608411,0.023973383387652016,0.031919359197732124,0.4601769911504425,0.0,0.015625,1
96,112,ONEF11,Lajes Corporativas,146.02,0.0009445666991733764,0.03799758745476478,0.21649484536082475,0.2905405405405405,0.3333333333333333,0.2877697841726619,0.35865384615384616,0.6219431592861864,0.6218797482092469,0.5540828015054821,0.03552178544910579,0.04357213913183483,0.5044247787610621,0.1095744680851064,0.015625,1
102,119,PATL11,Híbrido,96.6,0.14388048423084188,0.02955367913148372,0.26288659793814434,0.0,0.0,0.0,0.04903846153846154,0.619960343688037,0.6218797482092469,0.6748486336115201,0.12716267553759372,0.027017313851656344,0.5486725663716814,0.07446808510638298,0.03125,1
103,120,PLCR11,Híbrido,84.26,0.011360329219787907,0.02774427020506635,0.2835051546391753,0.3310810810810811,0.3253968253968253,0.0,0.3269230769230769,0.6604979070279797,0.6629042761015845,0.4824087710685648,0.05234009735942505,0.02692243555463552,0.4336283185840708,0.06063829787234042,0.0,1
106,123,PQAG11,Logística,652.02,0.03622030358884288,0.20868516284680336,0.0,0.0,0.0,0.0,0.0,0.619960343688037,0.6108096375081398,0.6665030273277696,0.20517163561610494,0.1585042580229663,0.7079646017699115,0.06063829787234042,0.015625,1
109,126,PVBI11,Lajes Corporativas,99.83,0.12880826317159969,0.02714113389626056,0.23195876288659795,0.10135135135135134,0.06349206349206349,0.02877697841726619,0.04326923076923077,0.6109275170742454,0.6116778814846972,0.6671575846833578,0.2488550110068049,0.02693393595427441,0.5752212389380531,0.0,0.03125,1
110,127,QAGR11,Outros,85.99,0.10791036317313142,0.021712907117008445,0.22164948453608246,0.2702702702702703,0.2857142857142857,0.0,0.2442307692307692,0.6327384886538885,0.6329498589103538,0.4845360824742268,0.12774144243865454,0.026873558856170248,0.4513274336283186,0.06063829787234042,0.1875,1
111,128,QMFF11,Títulos e Val. Mob.,99.97,8.169225506364337e-05,0.04523522316043426,0.3865979381443299,0.0,0.0,0.0,0.07211538461538461,0.619960343688037,0.6270892120685913,0.6787759777450498,0.0019759563476535046,0.02830248351130201,0.5398230088495575,0.06063829787234042,0.0,1
112,129,RBBV11,Títulos e Val. Mob.,91.39,0.0028694404591104736,0.01930036188178529,0.18041237113402064,0.14189189189189189,0.15873015873015875,0.2374100719424461,0.2769230769230769,0.6593963428067856,0.6574777512481007,0.667484863361152,0.03151328301932228,0.027983347421322892,0.4690265486725664,0.06063829787234042,0.015625,1
117,136,RBIV11,Títulos e Val. Mob.,84.5,0.012202780600131729,0.03256936067551267,0.3350515463917526,0.41216216216216217,0.4285714285714286,0.0,0.4067307692307693,0.6486010134390835,0.6531365313653137,0.4562264768450335,0.02466993976309987,0.0272616973439827,0.4247787610619469,0.06063829787234042,0.0,1
119,139,RBRL11,Logística,111.9,0.008526629122267777,0.03377563329312425,0.2525773195876289,0.44594594594594605,0.5079365079365079,0.0,0.3932692307692308,0.5860321656752588,0.5878011721293684,0.9558173784977908,0.08604598922930784,0.028684871799295027,0.6283185840707964,0.0,0.078125,1
125,146,RDPD11,Títulos e Val. Mob.,80.78,0.0010109416564125866,0.01869722557297949,0.1907216494845361,0.25,0.35714285714285715,0.3309352517985612,0.3961538461538461,0.663802599691562,0.6622530931191665,0.6570119456717395,0.026043322085024044,0.027232946344885482,0.3982300884955752,0.06063829787234042,0.0,1
128,149,RFOF11,Títulos e Val. Mob.,86.0,0.012376376642141971,0.030156815440289513,0.30927835051546393,0.3310810810810811,0.0,0.0,0.22884615384615384,0.7105089226701916,0.7136965487301933,0.7262313860252004,0.025346864152777808,0.02653429706682307,0.4601769911504425,0.06063829787234042,0.0,1
131,152,RVBI11,Títulos e Val. Mob.,92.09,0.02323634079966506,0.036188178528347416,0.3350515463917526,0.44594594594594605,0.43650793650793657,0.0,0.3471153846153846,0.7318792685613571,0.7358367701324072,0.6077565046637212,0.0345069880484335,0.02649979586790641,0.5221238938053098,0.06063829787234042,0.0,1
133,154,SARE11,Híbrido,96.14,0.01877900713275502,0.011459589867310013,0.09278350515463918,0.16216216216216214,0.2142857142857143,0.0,0.2298076923076923,0.6043181317470808,0.5995224658128935,0.6013745704467354,0.09407377474201276,0.027897094424031238,0.5132743362831859,0.0,0.03125,1
136,157,SHPH11,Shoppings,887.0,0.0003012401905471849,0.06513872135102534,0.061855670103092786,0.1216216216216216,0.11111111111111112,0.17266187050359713,0.16826923076923075,0.5631196298744218,0.5574126329498589,0.5027000490918017,0.12564493732840307,0.2248011868412427,0.6637168141592921,0.08936170212765958,0.015625,1
138,160,TEPP11,Lajes Corporativas,88.68,0.037966475540828264,0.030156815440289513,0.2835051546391753,0.3783783783783784,0.43650793650793657,0.0,0.475,0.5609165014320335,0.5641415237681789,0.4737358861070201,0.09105679091861292,0.026864933556441085,0.4778761061946903,0.23404255319148934,0.046875,1
141,163,TORD11,Outros,10.7,0.2178936673185028,0.005428226779252111,0.4536082474226804,0.6013513513513513,0.0,0.0,0.5365384615384615,0.6406697510464859,0.6505317994356414,0.8735067910325641,0.00797216657915407,0.0020355707360830786,0.6106194690265486,0.06063829787234042,0.0,1
144,166,URPR11,Outros,111.13,0.02165865912374845,0.12967430639324487,1.0,0.0,0.0,0.0,0.3038461538461539,0.619960343688037,0.6529194703711744,0.7185403370970381,0.006169193464341114,0.028308233711121462,0.6371681415929203,0.06063829787234042,0.0,1
145,167,VCJR11,Títulos e Val. Mob.,102.25,0.0211429767636592,0.042219541616405315,0.35567010309278346,0.3648648648648649,0.3888888888888889,0.0,0.3798076923076923,0.6364838070059484,0.6420664206642067,0.6273932253313697,0.1532465424302293,0.027917220123399287,0.5663716814159292,0.06063829787234042,0.0,1
148,170,VIFI11,Títulos e Val. Mob.,96.89,0.04753468091515749,0.03920386007237636,0.3453608247422681,0.4594594594594595,0.0,0.0,0.2576923076923077,0.5765587133729897,0.5823746472758845,0.6519391261659302,0.07426025386030366,0.028365735709315894,0.5044247787610621,0.06063829787234042,0.0,1
157,179,VVPR11,Híbrido,100.3,0.0005258938919722043,0.03256936067551267,0.2835051546391753,0.35135135135135137,0.4444444444444445,0.0,0.4576923076923077,0.5490196078431373,0.5524202300846538,0.6116838487972508,0.05023062090337697,0.02890337939243388,0.5221238938053098,0.0,0.0625,1
