,Unnamed: 0,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos,cluster
4,5,ARRI11,Títulos e Val. Mob.,86.73,0.0007352302955727902,0.03196622436670688,0.29896907216494845,0.44594594594594605,0.4444444444444445,0.0,0.4673076923076923,1.0,1.0,0.5342824414989363,0.0076310211950082266,0.02580689678966344,0.4955752212389381,0.06063829787234042,0.0,1
25,29,CPFF11,Híbrido,79.01,0.054447887999918315,0.03317249698431846,0.3608247422680412,0.1554054054054054,0.2619047619047619,0.0,0.3432692307692307,0.6003525005507822,0.6064684176253528,0.3272786777941417,0.08780158232235699,0.023495316462247062,0.4867256637168141,0.06063829787234042,0.0,1
53,63,HBRH11,Híbrido,96.56,0.004247997263309457,0.042219541616405315,0.3608247422680412,0.4594594594594595,0.5396825396825398,0.0,0.4961538461538462,0.5977087464199162,0.6040807466898199,0.7355588283423334,0.057022368228612376,0.027477329837211843,0.5309734513274337,0.06063829787234042,0.046875,1
70,81,IBFF11,Títulos e Val. Mob.,78.47,0.00994603205399858,0.030156815440289513,0.3453608247422681,0.3581081081081081,0.4047619047619048,0.0,0.4894230769230769,0.634500991407799,0.6396787497286738,0.2871870397643593,0.013688372558075316,0.024616605427038588,0.4513274336283186,0.06063829787234042,0.0,1
80,93,LGCP11,Logística,100.8,0.005989063449353355,0.03196622436670688,0.2731958762886598,0.3310810810810811,0.3809523809523809,0.0,0.3740384615384616,0.6197400308437981,0.6220968092033862,0.6470299459990182,0.0430027794159916,0.026678052062309162,0.5929203539823009,0.025106382978723404,0.046875,1
81,94,LUGG11,Residencial,105.9,0.0008884032738171217,0.02714113389626056,0.21649484536082475,0.2905405405405405,0.35714285714285715,0.0,0.3528846153846153,0.6148931482705442,0.6149337963967876,0.7157584683357878,0.024043410560349025,0.03039555624557953,0.5221238938053098,0.22340425531914893,0.0625,1
90,103,MGHT11,Hotel,95.0,0.007403360615142681,0.036188178528347416,0.30927835051546393,0.4054054054054054,0.42063492063492064,0.0,0.30865384615384617,0.6133509583608724,0.6173214673323204,0.7146129929635083,0.020066372450875856,0.027764839828184028,0.5044247787610621,0.06063829787234042,0.0,1
93,107,NEWL11,Híbrido,102.94,0.002057623674415517,0.042219541616405315,0.35567010309278346,0.472972972972973,0.3174603174603175,0.0,0.4019230769230769,0.6305353602115004,0.6362057738224441,0.4390443462608411,0.023973383387652016,0.031919359197732124,0.4601769911504425,0.0,0.015625,1
103,120,PLCR11,Híbrido,84.26,0.011360329219787907,0.02774427020506635,0.2835051546391753,0.3310810810810811,0.3253968253968253,0.0,0.3269230769230769,0.6604979070279797,0.6629042761015845,0.4824087710685648,0.05234009735942505,0.02692243555463552,0.4336283185840708,0.06063829787234042,0.0,1
110,127,QAGR11,Outros,85.99,0.10791036317313142,0.021712907117008445,0.22164948453608246,0.2702702702702703,0.2857142857142857,0.0,0.2442307692307692,0.6327384886538885,0.6329498589103538,0.4845360824742268,0.12774144243865454,0.026873558856170248,0.4513274336283186,0.06063829787234042,0.1875,1
117,136,RBIV11,Títulos e Val. Mob.,84.5,0.012202780600131729,0.03256936067551267,0.3350515463917526,0.41216216216216217,0.4285714285714286,0.0,0.4067307692307693,0.6486010134390835,0.6531365313653137,0.4562264768450335,0.02466993976309987,0.0272616973439827,0.4247787610619469,0.06063829787234042,0.0,1
131,152,RVBI11,Títulos e Val. Mob.,92.09,0.02323634079966506,0.036188178528347416,0.3350515463917526,0.44594594594594605,0.43650793650793657,0.0,0.3471153846153846,0.7318792685613571,0.7358367701324072,0.6077565046637212,0.0345069880484335,0.02649979586790641,0.5221238938053098,0.06063829787234042,0.0,1
138,160,TEPP11,Lajes Corporativas,88.68,0.037966475540828264,0.030156815440289513,0.2835051546391753,0.3783783783783784,0.43650793650793657,0.0,0.475,0.5609165014320335,0.5641415237681789,0.4737358861070201,0.09105679091861292,0.026864933556441085,0.4778761061946903,0.23404255319148934,0.046875,1
143,165,TRXF11,Outros,99.99,0.06281623837800028,0.02714113389626056,0.23195876288659795,0.31756756756756754,0.4603174603174603,0.0,0.5125,0.6047587574355585,0.6053831126546559,0.5297005400098184,0.12075964730270128,0.027991972721052052,0.5486725663716814,0.0,0.5,1
145,167,VCJR11,Títulos e Val. Mob.,102.25,0.0211429767636592,0.042219541616405315,0.35567010309278346,0.3648648648648649,0.3888888888888889,0.0,0.3798076923076923,0.6364838070059484,0.6420664206642067,0.6273932253313697,0.1532465424302293,0.027917220123399287,0.5663716814159292,0.06063829787234042,0.0,1
150,172,VINO11,Lajes Corporativas,60.58,0.1899702333845612,0.021109770808202654,0.30412371134020616,0.4054054054054054,0.5158730158730159,0.0,0.5461538461538461,0.6576338400528751,0.6609507271543303,0.5697921780396006,0.15863183498932812,0.01655195018026876,0.5486725663716814,0.05212765957446809,0.125,1
157,179,VVPR11,Híbrido,100.3,0.0005258938919722043,0.03256936067551267,0.2835051546391753,0.35135135135135137,0.4444444444444445,0.0,0.4576923076923077,0.5490196078431373,0.5524202300846538,0.6116838487972508,0.05023062090337697,0.02890337939243388,0.5221238938053098,0.0,0.0625,1
