,Ano/Mês,Unnamed: 0,Ativo,Preço,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,Patrimônio Líquido,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
0,201712,0,AEFI11,16398.0,0.00541978400625329,0.051882020285869926,0.4586630116503645,0.4860041088854648,0.8816067653276956,0.8903171425561057,0.9334783830770672,0.6689594108691193,0.6818347750178557,0.6581669174228013,0.02420850403869568,0.03952667264312895,0.7465159755268524,0.0,0.07142857142857142
1,201712,1,BCRI11,10400.0,0.008941247786622426,0.028102760988179543,0.3889477291134509,0.3789162814586543,0.6998942917547569,0.8495416710567906,0.9071091724877418,0.32208916867326776,0.3337248366531757,0.23011293967934146,0.032584516265851925,0.028987895625419865,0.6007817811012917,0.152384721947358,0.0
2,201712,2,BNFS11,12750.0,0.0008215419464960837,0.03268567278009805,0.3653977945299359,0.4251412429378531,0.6948202959830867,0.6863344220840796,0.7499661666267606,1.0,1.0,0.4887457995585809,0.0072589909364547895,0.026581184230414213,0.90525152957172,0.152384721947358,0.0
3,201712,3,BBFI11B,2.864,0.0008095777433917718,1.0,0.4919942682698897,0.5312018489984591,0.9061310782241014,0.9202402275840268,0.999094306624054,0.7727861701093823,0.7872867232759305,0.6863355581036209,0.17612628603124306,1.0,0.4272603670972128,0.152384721947358,0.0
4,201712,4,BBPO11,14561.0,0.054576706494169444,0.04240922808200818,0.4113762382406081,0.4135208012326656,0.7140591966173362,0.7675692761563586,0.7943243215107382,0.33510058200429754,0.3483956299764569,0.6289742638042909,0.6837711019535069,0.028762426866478008,0.9739123045547248,0.152384721947358,0.0
5,201712,5,BBRC11,14496.0,0.0043749102684767175,0.03458801352391329,0.34614665752912593,0.3641499743194658,0.6239957716701904,0.6781161099989462,0.7127910971382172,0.67131334290743,0.6743433060868186,0.6917174254525209,0.04926737783396681,0.028871869510786248,0.963460231135282,0.152384721947358,0.0
6,201712,6,RNDP11,95997.0,0.00015154657265461737,0.24533710342680745,0.37212634726808297,0.4026065742167437,0.7501057082452431,0.8686123696133179,0.9187894939568392,0.41496150565267625,0.4239028648519959,0.2206201077699053,0.02979357715054605,0.3133358610235454,0.4777362338545208,0.152384721947358,0.0
7,201712,7,BCIA11,11900.0,0.0004705919887696014,0.030264511833424126,0.3664569185720515,0.3745505906522856,0.6375264270613108,0.6802233695079548,0.7303948614913751,0.3934089902927298,0.4021903023569558,0.32729475002816866,0.07218035751664179,0.0360734914604387,0.5298266485384092,0.152384721947358,0.0
8,201712,8,CARE11,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5261685976827807,0.5019284183794938,0.22207493521212646,0.010246280794079972,0.0,0.9799456152277364,0.152384721947358,0.0
9,201712,9,CXRI11,1.067,0.00018743918196755308,0.32426262678668705,0.4379166407077441,0.4528762198253724,0.7547568710359408,0.7792645664313559,0.8373707825398973,0.5110300072345617,0.5241806205856678,0.4633575694108446,0.06163643800393344,0.3466260243071992,0.4815601631543168,0.152384721947358,0.0
10,201712,10,CPTS11B,9900.0,0.004203423357314914,0.03674976436915787,0.5354806554108779,0.5016692347200822,0.8374207188160677,0.0,1.0,0.5207156817224735,0.5420098933947042,0.36830331992285104,0.02477943980939141,0.03002098707661755,0.5277022433718559,0.152384721947358,0.0
