,Ano/Mês,Unnamed: 0,Códigodo fundo,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
0,202009,0,ABCP11,79.11,0.009402681066742457,0.019553072625698324,0.297872340425532,0.11585365853658534,0.2830188679245283,0.28057553956834536,0.1975982532751092,0.8039850560398506,0.8086100861008609,0.3959148936170213,0.28030680363283,0.026234587578257487,0.546875,0.030204962243797193,0.015625
1,202009,1,AFCR11,107.9,0.0001184216759035574,0.03192338387869115,0.4042553191489362,0.0,0.0,0.0,0.14410480349344978,0.5815691158156912,0.5926199261992621,0.7800851063829787,0.017348848591038173,0.031456003672204726,0.6484375,0.052319309600862986,0.0
2,202009,2,ALMI11,1182.15,0.0002013168490360476,0.0,0.0,0.0,0.0,0.0,0.0,0.7073474470734744,0.6986469864698647,0.18978723404255315,0.0586766355318189,0.6318582885995894,0.2890625,0.7679611650485436,0.015625
3,202009,3,ALZR11,128.79,0.1539718630098053,0.02274541101356744,0.21808510638297876,0.2804878048780488,0.4528301886792453,0.34532374100719426,0.4399563318777293,0.8488169364881694,0.8494464944649447,0.8611063829787233,0.12323697172237573,0.031758833054942814,0.8046875,0.0,0.109375
4,202009,4,ARCT11,1194.0,0.0006986878878309887,0.7980845969672786,1.0,1.0,0.0,0.0,0.7543668122270742,0.8052303860523038,0.8445264452644526,0.9964255319148936,0.005157705426252455,0.3116082471597792,0.7734375,0.052319309600862986,0.03125
5,202009,5,ARRI11,86.96,0.0050566055610819,0.023543495610534718,0.398936170212766,0.3780487804878049,0.5660377358490566,0.0,0.4672489082969433,0.7349937733499378,0.7451414514145142,0.2958297872340425,0.008835308133225526,0.028698662450431605,0.5546875,0.052319309600862986,0.0
6,202009,6,ATSA11,110.99,2.368433518071148e-05,0.009976057462090982,0.09574468085106384,0.12195121951219512,0.20754716981132074,0.1798561151079137,0.04039301310043668,0.6692403486924035,0.6654366543665438,0.6900425531914893,0.050223060508185084,0.034280286125951534,0.6015625,0.2017259978425027,0.015625
7,202009,7,BARI11,105.6,0.12227038037042301,0.03391859537110934,0.4202127659574468,0.4390243902439024,0.6792452830188679,0.5179856115107914,0.6113537117903929,0.8647571606475716,0.8750307503075031,0.7451914893617021,0.05897686722010431,0.03071965012049422,0.6484375,0.052319309600862986,0.0
8,202009,8,BBFI11B,2475.3,0.0023092226801193693,1.0,0.5691489361702128,0.6341463414634146,0.9528301886792452,0.6978417266187049,0.8755458515283843,0.7023661270236613,0.7205412054120541,0.4352340425531915,0.10940238302567334,1.0,0.4375,0.778856526429342,0.03125
9,202009,9,BBPO11,138.61,0.16966273506702667,0.04309656823623305,0.41489361702127664,0.4451219512195122,0.6792452830188679,0.4964028776978418,0.6124454148471616,0.6605230386052304,0.6715867158671587,0.4965106382978723,0.4347808216562348,0.031328496563683424,0.890625,0.0,1.0
10,202009,10,BBRC11,150.58,0.011155321870115106,0.037509976057462084,0.3297872340425532,0.4268292682926829,0.6509433962264151,0.4892086330935253,0.5895196506550219,0.7549190535491905,0.7616236162361624,0.7942127659574467,0.046217874418623205,0.03408583778545654,0.890625,0.05825242718446603,0.3125
11,202009,12,BCFF11,90.68,0.5660319264838236,0.01795690343176377,0.26063829787234044,0.29878048780487804,0.4528301886792453,0.366906474820144,0.4344978165938865,0.8410958904109588,0.8440344403444036,0.561531914893617,0.4670075334251162,0.025890318385249977,0.6640625,0.052319309600862986,0.0
12,202009,13,BCIA11,124.89,0.10989531523850124,0.02992817238627295,0.29255319148936176,0.3048780487804878,0.4528301886792453,0.4964028776978418,0.4246724890829695,0.6391033623910336,0.6445264452644527,0.06740425531914895,0.052162859031978114,0.03616739133206676,0.65625,0.052319309600862986,0.0
