,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
89,LASC11,Shoppings,95.2,0.03389228364359812,0.007980845969672787,0.10638297872340427,0.10975609756097561,0.0,0.0,0.07641921397379912,0.9643835616438357,0.9581795817958181,0.6675744680851063,0.06465695564992399,0.029807974294566924,0.59375,0.060409924487594385,0.046875
90,LGCP11,Logística,99.98,0.0201198427360144,0.020750199521149242,0.2765957446808511,0.2865853658536585,0.4339622641509434,0.0,0.36790393013100436,0.6737235367372354,0.6782287822878229,0.6423829787234042,0.044609406739149135,0.029578461499228586,0.6328125,0.033872707659115424,0.046875
91,LUGG11,Residencial,107.1,0.002581592534697551,0.018754988028731046,0.23404255319148937,0.27439024390243905,0.4339622641509434,0.0,0.3548034934497816,0.6525529265255293,0.6553505535055351,0.7193191489361702,0.025428319785213715,0.03371287949303174,0.59375,0.3775620280474649,0.0625
92,LVBI11,Logística,123.29,0.27845672871962485,0.026735833998403832,0.2872340425531915,0.3231707317073171,0.5,0.3525179856115108,0.4028384279475982,0.4555417185554172,0.4622386223862239,0.7293617021276595,0.21980590386063908,0.033591747739936506,0.7109375,0.07227615965480043,0.09375
93,MALL11,Shoppings,91.82,0.1264151390270475,0.011971268954509178,0.17553191489361705,0.13414634146341464,0.22641509433962262,0.24460431654676262,0.2783842794759825,0.8391033623910336,0.8376383763837638,0.32868085106382977,0.2156391347243404,0.032839455799660834,0.5,0.032362459546925564,0.109375
94,MAXR11,Outros,1925.0,0.0007105300554213443,0.4389465283320032,0.29787234042553196,0.5182926829268293,0.6037735849056604,0.43165467625899284,0.4192139737991266,0.7740971357409714,0.779089790897909,0.4323404255319149,0.03476630339547463,0.7110051385364734,0.4921875,0.0,0.125
95,MBRF11,Outros,1270.0,0.00040263369807209514,0.35913806863527536,0.3776595744680851,0.4268292682926829,0.6792452830188679,0.49640287769784175,0.6179039301310044,0.6485678704856787,0.6580565805658056,0.715063829787234,0.03433323683847869,0.40893442309408745,0.59375,0.0,0.03125
96,MCCI11,Títulos e Val. Mob.,102.01,0.3571597745251291,0.023942537909018357,0.30851063829787234,0.35365853658536583,0.5660377358490566,0.0,0.5480349344978165,0.7148194271481942,0.7207872078720787,0.7474042553191489,0.19262552261289084,0.03060489372282505,0.625,0.05231930960086299,0.0
97,MFAI11,Híbrido,120.0,0.0033750177632513854,0.04429369513168396,0.4787234042553192,0.0,0.0,0.0,0.4312227074235808,0.8535491905354918,0.8669126691266912,0.883063829787234,0.0,0.02977290983972357,0.796875,0.05231930960086299,0.0
98,MFII11,Híbrido,126.17,0.038700203685282555,0.03910614525139665,0.41489361702127664,0.46951219512195125,0.7924528301886792,0.5827338129496403,0.715065502183406,0.7165628891656289,0.727429274292743,0.644595744680851,0.07749893321767314,0.03604625957897153,0.671875,0.05231930960086299,0.140625
99,MGFF11,Títulos e Val. Mob.,92.79,0.3040121263796125,0.019952114924181964,0.2765957446808511,0.35365853658536583,0.5849056603773585,0.45323741007194246,0.546943231441048,0.6891656288916562,0.6937269372693727,0.45514893617021274,0.21059224171398855,0.026623484259247456,0.65625,0.05231930960086299,0.0
100,MGHT11,Hotel,97.0,0.0010302685803609492,0.023942537909018357,0.3191489361702128,0.4634146341463415,0.0,0.0,0.28493449781659386,0.6508094645080946,0.6575645756457565,0.7160851063829787,0.02137754662226162,0.03076108993076364,0.5859375,0.05231930960086299,0.0
101,MORE11,Títulos e Val. Mob.,108.5,0.006655298185779925,0.035913806863527534,0.4468085106382979,0.45121951219512196,0.0,0.0,0.27510917030567683,0.6757160647571606,0.6883148831488315,0.7925106382978723,0.014690000022104476,0.030799342063320034,0.671875,0.05231930960086299,0.0
103,NCHB11,Títulos e Val. Mob.,94.35,0.00011842167590355739,0.03990422984836393,0.0,0.0,0.0,0.0,0.0,0.6508094645080946,0.6428044280442804,0.6713191489361702,0.01302497559863491,0.02807068994096421,0.6328125,0.05231930960086299,0.0
104,NEWL11,Híbrido,102.4,0.002356591350480792,0.027932960893854747,0.3670212765957447,0.3475609756097561,0.36792452830188677,0.0,0.38209606986899564,0.739975093399751,0.7485854858548586,0.41770212765957443,0.025333555066383448,0.03537047190380864,0.5234375,0.0,0.015625
