,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
54,IRDM11,Títulos e Val. Mob.,124.9,0.3725926375322723,0.08396421197522368,0.5949367088607594,0.6946564885496184,0.6212121212121211,0.5755395683453238,0.7229791099000908,0.7913984032964203,0.803091738469336,0.8760660247592847,0.29294100450380445,0.030352219158587566,0.8,0.06864988558352403,0.0
55,IBFF11,Títulos e Val. Mob.,77.5,0.0204318253823805,0.03303509979353063,0.37974683544303794,0.4427480916030534,0.42424242424242425,0.4172661870503597,0.5168029064486831,0.8758691733195982,0.8781044095286366,0.35900962861072905,0.013189038362491898,0.026864334633613297,0.496,0.06864988558352403,0.0
56,RBRY11,Títulos e Val. Mob.,103.02,0.009477778451872974,0.04129387474191328,0.36708860759493667,0.4427480916030534,0.4621212121212121,0.45323741007194246,0.5767484105358764,0.7308781869688386,0.733907754688292,0.5815680880330124,0.05148709920600334,0.03243923203008856,0.568,0.06864988558352403,0.0
57,RBRR11,Títulos e Val. Mob.,95.26,0.11922047631566529,0.034411562284927734,0.3227848101265823,0.38167938931297707,0.3939393939393939,0.38848920863309355,0.49227974568574023,0.6306979139840331,0.6332995438418653,0.5654745529573589,0.19216218561484594,0.03007268014383553,0.568,0.06864988558352403,0.0
58,RBRF11,Títulos e Val. Mob.,99.44,0.19200253459793593,0.051617343427391604,0.4873417721518987,0.5496183206106869,0.46969696969696967,0.4460431654676259,0.555858310626703,0.7378315735256246,0.7455651292448049,0.3707015130674003,0.21938293182446197,0.028452624490158958,0.648,0.06864988558352403,0.0
59,MCCI11,Títulos e Val. Mob.,102.85,0.14101397399340734,0.04129387474191328,0.3734177215189873,0.4427480916030534,0.4469696969696969,0.40287769784172667,0.5622161671207994,0.6623744527427247,0.6664977192093259,0.6576341127922971,0.18445294662465425,0.030495165245676675,0.616,0.06864988558352403,0.0
60,VGIR11,Títulos e Val. Mob.,86.87,0.043317357277194685,0.028217481073640742,0.2974683544303797,0.3740458015267175,0.38636363636363635,0.3956834532374101,0.49682107175295187,0.6796291527169714,0.6806893056259503,0.41237964236588726,0.11157480178887029,0.029809024027648953,0.504,0.06864988558352403,0.0
61,MGHT11,Hotel,100.0,0.0007212818594241879,0.021335168616655197,0.20253164556962025,0.3893129770992366,0.4469696969696969,0.0,0.3206176203451408,0.6806592840587176,0.6779016725798277,0.6297111416781292,0.01956723760935532,0.030644464492191967,0.592,0.06864988558352403,0.0
62,BTLG11,Logística,108.39,0.35664354520145336,0.04129387474191328,0.33544303797468356,0.35877862595419846,0.356060606060606,0.3597122302158274,0.4595821980018165,0.9250579448879733,0.9247339077546883,0.7328748280605227,0.3384041851390182,0.031044713536041477,0.648,0.0,0.15625
63,TRNT11,Lajes Corporativas,173.03,6.740951957235401e-06,0.028217481073640742,0.13924050632911392,0.2137404580152672,0.20454545454545456,0.20143884892086333,0.2343324250681199,0.6881277362863765,0.6827166751140396,0.3174690508940853,0.22574844812852027,0.0696433336298141,0.408,0.5652173913043478,0.015625
64,HCRI11,Hospital,435.0,0.0011055161209866057,0.2126634549208534,0.45569620253164556,0.4809160305343511,0.47727272727272724,0.4460431654676259,0.5758401453224341,0.5830543394282771,0.5909782057780031,0.7037138927097661,0.013202933139329597,0.09179044738948679,0.976,0.0,0.015625
65,BLCP11,Outros,103.39,0.07404935725023087,0.04817618719889883,0.4240506329113924,0.0,0.0,0.0,0.06085376930063579,0.7246973989183622,0.7301064368981247,0.6181568088033013,0.02652562581521985,0.03098753510120583,0.608,0.06864988558352403,0.03125
66,MORE11,Títulos e Val. Mob.,110.5,0.0010246246974997808,0.06194081211286993,0.5126582278481012,0.6259541984732824,0.5227272727272727,0.0,0.3751135331516803,0.7293329899562194,0.7382159148504814,0.8030261348005502,0.013125700650843663,0.030676230289322884,0.672,0.06864988558352403,0.0
67,GCFF11,Títulos e Val. Mob.,103.3,0.0018537617882397352,0.08878183069511357,0.7974683544303797,0.0,0.0,0.0,0.11444141689373297,0.7246973989183622,0.7450582868727826,0.6262723521320495,0.0,0.029450070520069635,0.648,0.06864988558352403,0.0
68,MGCR11,Residencial,97.98,0.0024132608006902736,0.009635237439779768,0.08860759493670886,0.03816793893129771,0.015151515151515152,0.007194244604316547,0.012715712988192554,0.723667267576616,0.7156614292954891,0.6103163686382393,0.015693963176006062,0.029548544491175464,0.6,0.06864988558352403,0.0
69,OULG11,Outros,89.39,0.024179794670603383,0.04198210598761184,0.4240506329113924,0.5038167938931297,0.5,0.460431654676259,0.5694822888283378,0.7177440123615761,0.7230106436898125,0.471939477303989,0.06024934060742385,0.029669254520272935,0.528,0.0,0.03125
70,WTSP11B,Híbrido,50.99,9.437332740129561e-05,0.008947006194081212,0.17721518987341772,0.1984732824427481,0.21969696969696967,0.2733812949640288,0.34059945504087197,0.45506052021632765,0.4543841865179929,0.16891334250343884,0.02156088243298313,0.02802696280860472,0.232,0.06864988558352403,0.0
71,OUFF11,Títulos e Val. Mob.,82.18,0.010064241272152453,0.03303509979353063,0.36708860759493667,0.4122137404580153,0.4621212121212121,0.47482014388489213,0.6067211625794732,0.6716456348184394,0.6753674607197162,0.3924346629986245,0.03963534792570129,0.027061282575824956,0.528,0.06864988558352403,0.0
72,OUCY11,Títulos e Val. Mob.,85.86,0.0024267427046047443,0.04129387474191328,0.46202531645569617,0.5267175572519084,0.5,0.4676258992805756,0.5958219800181653,0.7213494720576874,0.7283324885960467,0.4027510316368638,0.019333157451725407,0.030355395738300657,0.48,0.06864988558352403,0.0
73,BREV11,Híbrido,106.01,2.0222855871706203e-05,0.025464556090846524,0.22151898734177214,0.0,0.0,0.0,0.08991825613079019,0.7246973989183622,0.7219969589457679,0.6226960110041265,0.021279884565261642,0.03317619852352575,0.576,0.05720823798627002,0.1875
74,ARCT11,Híbrido,1293.85,0.00040445711743412405,0.8554714384033035,0.7025316455696203,1.0,1.0,0.0,0.8147138964577657,0.6621169199072883,0.6789153573238722,1.0,0.0039741523826086235,0.3115271724628658,0.84,0.06864988558352403,0.03125
76,FATN11,Híbrido,103.3,5.392761565788321e-05,0.03922918100481762,0.34810126582278483,0.43511450381679384,0.3787878787878788,0.2733812949640288,0.41598546775658496,0.7965490600051507,0.798023314749113,0.7206327372764787,0.011558325510193805,0.03091447376780473,0.608,0.23684210526315788,0.109375
77,XPIN11,Outros,114.85,0.17700391649308717,0.042670337233310394,0.33544303797468356,0.40458015267175573,0.4015151515151515,0.38129496402877705,0.49863760217983655,0.7707957764614989,0.7721743537759757,0.5493810178817057,0.18829441264709254,0.03430706090138626,0.616,0.08466819221967964,0.078125
78,FCFL11,Outros,118.26,0.0101114279358531,0.037852718513420515,0.2911392405063291,0.36641221374045796,0.3787878787878788,0.3381294964028777,0.44686648501362397,0.7182590780324491,0.7184490623416118,0.49229711141678134,0.0937624389214146,0.032690181827422775,0.68,0.0,0.015625
79,XPML11,Shoppings,109.8,0.484694668581097,0.028905712319339298,0.24050632911392406,0.1984732824427481,0.1818181818181818,0.15827338129496404,0.16621253405994552,0.7651300540818955,0.7625443487075519,0.35598349381017885,0.5279886016339668,0.03457071701757284,0.568,0.04691075514874141,0.203125
80,ALZR11,Logística,125.7,0.08146440440318982,0.025464556090846524,0.18354430379746833,0.24427480916030533,0.30303030303030304,0.32374100719424465,0.41689373297002724,0.5987638423899048,0.5963000506842372,0.6554332874828062,0.11765216533413667,0.03164826368152883,0.768,0.0,0.109375
81,CNES11,Lajes Corporativas,65.41,0.0016582741814799085,0.01307639366827254,0.18987341772151897,0.27480916030534347,0.2803030303030303,0.23741007194244607,0.33242506811989103,0.6744784960082412,0.6713127217435378,0.3305364511691885,0.07086916177417495,0.0292054738821616,0.336,0.4153318077803203,0.015625
82,FLRP11,Shoppings,1310.04,0.00021571046263153283,0.23055746730901586,0.1582278481012658,0.15267175572519084,0.29545454545454547,0.302158273381295,0.16530426884650318,0.7053824362606232,0.7004561581348201,0.6133425034387896,0.02508198366145007,0.5054065386716814,0.44,0.02425629290617849,0.015625
83,EDGA11,Lajes Corporativas,29.42,0.03333400742852906,0.01032346868547832,0.3227848101265823,0.2900763358778626,0.30303030303030304,0.28057553956834536,0.36512261580381467,0.6312129796549061,0.6335529650278763,0.04360385144429163,0.0761485277169001,0.02407529764551912,0.08,0.477116704805492,0.015625
84,RZTR11,Residencial,99.52,0.0895535467518723,0.04473503097040606,0.4177215189873418,0.16793893129770993,0.08333333333333333,0.03597122302158274,0.059945504087193464,0.6989441153747104,0.7042574759249873,0.6041265474552957,0.12164371817790393,0.029863025882771503,0.608,0.06864988558352403,0.0
87,MFAI11,Híbrido,137.0,0.0013414494394898447,0.1383344803854095,1.0,0.8320610687022901,0.0,0.0,0.6566757493188011,0.8761267061550349,0.9044602128737962,0.8689133425034388,0.001311007866587443,0.02999326565100825,0.912,0.06864988558352403,0.0
88,VLOL11,Lajes Corporativas,100.67,0.0036738188166932934,0.028217481073640742,0.25316455696202533,0.3282442748091603,0.3333333333333333,0.302158273381295,0.42688465031789286,0.6245171259335566,0.6244298023314749,0.478404401650619,0.04018830039877962,0.02790307619979416,0.672,0.13729977116704806,0.015625
89,RFOF11,Títulos e Val. Mob.,83.9,0.07018005082677775,0.04335856847900895,0.46202531645569617,0.5114503816793893,0.4015151515151515,0.0,0.34423251589464127,0.7563739376770539,0.7630511910795742,0.7312242090784045,0.024439059977246155,0.02898311330224521,0.496,0.06864988558352403,0.0
90,RBCO11,Lajes Corporativas,89.7,0.03807963760642278,0.037852718513420515,0.3924050632911392,0.4809160305343511,0.4090909090909091,0.40287769784172667,0.6103542234332425,0.7692505794488798,0.772681196147998,0.14154057771664383,0.09834208473168421,0.031454492319030254,0.488,0.3203661327231121,0.046875
91,FIIP11B,Logística,201.0,0.0023795560409040966,0.04611149346180317,0.2088607594936709,0.27480916030534347,0.9090909090909091,0.697841726618705,1.0,0.7530260108163792,0.7496198682209833,0.7198074277854196,0.045981295393634526,0.06218790104318878,0.592,0.0,0.109375
92,EDFO11B,Lajes Corporativas,257.87,0.005776995827350738,0.11011699931176877,0.3924050632911392,0.4580152671755725,0.43181818181818177,0.41007194244604317,0.5785649409627611,0.6961112541849086,0.7004561581348201,0.6389270976616231,0.010482826257856948,0.06359194927637514,0.8,0.07963386727688787,0.015625
93,VIFI11,Títulos e Val. Mob.,97.3,0.04089735552454718,0.04129387474191328,0.3924050632911392,0.5038167938931297,0.0,0.0,0.36239782016348776,0.7865052794231264,0.7901672579827673,0.6184319119669877,0.07122118725223636,0.030825529535838173,0.56,0.06864988558352403,0.0
94,VSHO11,Shoppings,81.51,0.001078552313157664,0.008258774948382657,0.09493670886075949,0.1984732824427481,0.30303030303030304,0.36690647482014394,0.11989100817438693,0.7246973989183622,0.7169285352255448,0.22778541953232465,0.052001584195825484,0.03045386970940649,0.448,0.1751716247139588,0.046875
95,VTLT11,Logística,115.87,0.013583018193829333,0.04955264969029594,0.3924050632911392,0.46564885496183206,0.3939393939393939,0.4172661870503597,0.5812897366030881,0.7223796033994335,0.7265585402939686,0.6957359009628611,0.05398702583062411,0.031359194927637515,0.696,0.0,0.015625
96,VISC11,Shoppings,114.3,0.1635489763864453,0.030970406056434963,0.2468354430379747,0.23664122137404578,0.1818181818181818,0.22302158273381295,0.28882833787465945,0.835951583826938,0.8329954384186519,0.4203576341127923,0.42965943544735513,0.03596205893190684,0.568,0.09954233409610982,0.234375
97,BBRC11,Outros,140.97,0.025096564136787396,0.06469373709566414,0.4113924050632911,0.48854961832061067,0.5075757575757576,0.4820143884892087,0.6648501362397821,0.7048673705897502,0.7100861632032438,0.6722145804676755,0.043523861770367454,0.03399257950979022,0.808,0.06178489702517163,0.3125
98,BBPO11,Lajes Corporativas,135.18,0.11996198103096119,0.07432897453544392,0.5,0.5954198473282443,0.5757575757575757,0.5179856115107914,0.7238873751135332,0.6845222765902653,0.6933603649265079,0.47207702888583225,0.4169178911420568,0.031165423565138944,0.856,0.0,1.0
99,BNFS11,Outros,123.5,0.007940841405623303,0.06882312456985547,0.5126582278481012,0.5877862595419847,0.5681818181818181,0.5323741007194245,0.7465940054495913,0.7187741437033222,0.7275722250380132,0.6303988995873453,0.015514480183907354,0.02959301660715874,0.816,0.06864988558352403,0.28125
100,TRXF11,Outros,101.19,0.0955529939938118,0.04817618719889883,0.4367088607594936,0.46564885496183206,0.43939393939393934,0.0,0.6112624886466849,0.7630697913984033,0.7686264571718195,0.5196698762035763,0.11863277741957536,0.03117495330427822,0.584,0.0,0.5
101,BICR11,Títulos e Val. Mob.,100.1,0.00019548760675982662,0.019270474879559536,0.17721518987341772,0.17557251908396945,0.1590909090909091,0.0,0.3097184377838329,0.7689930466134433,0.7638114546376077,0.47056396148555707,0.010901421064900663,0.03054916710079923,0.592,0.06864988558352403,0.0
102,TEPP11,Lajes Corporativas,88.14,0.03344186265984482,0.034411562284927734,0.35443037974683544,0.41984732824427484,0.4166666666666667,0.38848920863309355,0.547683923705722,0.7406644347154263,0.7432843385707045,0.43590096286107294,0.08868948965189494,0.02965337162170748,0.52,0.2631578947368421,0.046875
104,HBRH11,Híbrido,99.8,0.003316548362959817,0.04611149346180317,0.4177215189873418,0.5190839694656488,0.5151515151515151,0.0,0.5903723887375114,0.8089106361061036,0.8134820070957932,0.7156808803301238,0.055614403912098806,0.030361748897726838,0.592,0.06864988558352403,0.046875
105,NSLU11,Hospital,281.0,0.003747969288222883,0.12456985547143841,0.4050632911392405,0.48854961832061067,0.6818181818181818,0.5755395683453238,0.7493188010899182,0.6492402781354624,0.6548403446528129,0.9188445667125174,0.05488029354622391,0.05966887333070736,0.96,0.0,0.015625
107,FIIB11,Híbrido,531.85,0.00537927966187385,0.1858224363386098,0.3227848101265823,0.38167938931297707,0.3409090909090909,0.32374100719424465,0.4087193460490463,0.7906258047901108,0.7911809427268119,0.5275103163686382,0.07430990576236766,0.1349283998932669,0.776,0.02951945080091533,0.015625
108,LVBI11,Logística,117.0,0.07196640309544514,0.02477632484514797,0.1962025316455696,0.282442748091603,0.3409090909090909,0.34532374100719426,0.43505903723887374,0.6695853721349473,0.6667511403953371,0.5936726272352132,0.33648385862402697,0.03412917243745314,0.632,0.08009153318077802,0.09375
109,VVPR11,Híbrido,100.0,0.002157104626315328,0.040605643496214726,0.36708860759493667,0.43511450381679384,0.42424242424242425,0.0,0.5376930063578566,0.7468452227659027,0.7498732894069944,0.6133425034387896,0.04898980317119501,0.031934155855707046,0.56,0.0,0.0625
110,PVBI11,Lajes Corporativas,97.0,0.22319966025602136,0.03234686854783207,0.30379746835443033,0.0,0.0,0.0,0.1298819255222525,0.7288179242853464,0.7295995945261023,0.5909215955983493,0.24257065756053428,0.029758198752239493,0.584,0.0,0.03125
111,CXTL11,Logística,330.04,0.0,0.0,0.0,0.09160305343511449,0.16666666666666666,0.1510791366906475,0.16257947320617622,0.5307751738346639,0.5223010643689813,0.11568088033012384,0.00871224455485295,0.24287810828324927,0.128,0.3169336384439359,0.0625
