,Códigodo fundo,Setor,Preço Atual,Volume (21D),Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
106,SPTW11,Lajes Corporativas,8000.0,2656.0,0.023664048103966637,0.3359638233729385,0.6330516581632654,0.624120359136132,0.6636145435149792,0.08768904986172023,0.23773520711457222,0.26748719791573083,0.5479526901073472,0.042348263190717376,0.026671360806403793,0.10264917564187637,0.0,0.04878048780487805
107,TBOF11,Lajes Corporativas,8500.0,6209.0,0.011269517990495586,0.1534846604007803,0.23573022959183676,0.23529887567742458,0.2249088807894035,0.35128848979969685,0.9526041715889653,0.912415775761387,0.6485653255274647,0.35347202235269365,0.031314853246368214,0.08624708624708624,0.47157190635451507,0.024390243902439025
108,TGAR11,Outros,12360.0,8123.0,0.02909514111143439,0.26822131583614117,0.6222895408163265,0.5258432419315701,0.5916081429460396,0.07000775292470406,0.23773520711457222,0.25375977001167904,0.544175018913079,0.03578315226774217,0.04558997924696116,0.08774437241590526,0.0955685618729097,0.0
109,THRA11,Lajes Corporativas,12499.0,3843.0,0.02292309184366211,0.2095672991665189,0.3811383928571429,0.41195502709698295,0.4068806116099209,0.0546986195165415,0.23773520711457222,0.24187404545862903,0.5409041687887224,0.04922972916882472,0.03692187963237474,0.1282051282051282,0.0,0.024390243902439025
110,TRNT11,Lajes Corporativas,19300.0,434.0,0.024855009213461354,0.15352899450257138,0.27558992346938777,0.24549057672086064,0.23050937861143211,0.36001342297411454,0.6093978886883217,0.585041775222352,0.7073812926162351,0.31424168950786535,0.07275422472576343,0.08549844316267674,0.3361204013377927,0.024390243902439025
111,TRXL11,Logística,9429.0,2633.0,0.014179032101639026,0.19507004788082996,0.3757174744897959,0.38542424977756207,0.41692594897324203,0.050914729399784774,0.23773520711457222,0.23893630401581167,0.5400957273747657,0.06523903246182101,0.03648458345686332,0.07903288925186736,0.41137123745819404,0.14634146341463414
112,UBSR11,Títulos e Val. Mob.,10520.0,5300.0,0.03247017748036078,0.35272211384997343,0.6284279336734694,0.9601229475046511,0.8767001511245444,0.09206308797833809,0.23773520711457222,0.27088311921660224,0.5488872187143062,0.048574440664861315,0.03518381262970649,0.10372109642182635,0.0955685618729097,0.0
113,VGIR11,Títulos e Val. Mob.,10129.0,609.0,0.03337794588303754,0.3776822131583614,0.0,0.0,0.0,0.1818928707807311,0.33224333953936735,0.3665438864432666,0.593344079588214,0.002443308810984791,0.0350726356359324,0.0974597178976741,0.0955685618729097,0.0
114,VISC11,Shoppings,10776.0,24704.0,0.023439045679371544,0.25035467281432877,0.4514508928571429,0.4785246299441883,0.5177349097697573,0.06534442657286013,0.23773520711457222,0.25013925074117327,0.5431786828585696,0.33152693295544367,0.03642528906018381,0.10196859101968592,0.0802675585284281,0.21951219512195122
115,VLOL11,Lajes Corporativas,9605.0,2358.0,0.014605760837940063,0.17214931725483243,0.3254942602040816,0.32006794467362293,0.35283136278780336,0.04493224869531006,0.23773520711457222,0.23429161800377324,0.5388175493594276,0.04990929528130174,0.0306218499851764,0.11188811188811189,0.0,0.024390243902439025
116,VOTS11,Títulos e Val. Mob.,9637.0,142.0,0.019784695955775387,0.24711828338357866,0.3055644132653061,0.29111057186766964,0.0,0.06449970492600007,0.23773520711457222,0.24948342466984094,0.5429982051117231,0.019871517184845634,0.035109694633857096,0.08869719088697191,0.0955685618729097,0.0
117,VRTA11,Títulos e Val. Mob.,12360.0,6448.0,0.039569391911550775,0.36384997339953895,0.6838329081632654,0.7277359864110653,0.7099297715352475,0.09496754186000764,0.23773520711457222,0.2731380828317312,0.5495077654877102,0.08150922039456238,0.036643937147939516,0.12742245588960918,0.0955685618729097,0.0
118,VSHO11,Shoppings,10250.0,406.0,0.029781786441664244,0.30940769640007093,0.0,0.0,0.0,0.08075770374570407,0.23773520711457222,0.2621058305632917,0.5464717836640444,0.0753851784609334,0.03662911354876964,0.09218518707569802,0.10301003344481606,0.07317073170731707
119,VTLT11,Logística,10100.0,480.0,0.05457084666860634,0.6207660932789502,0.7218590561224489,0.6333414219849551,0.0,0.6204769784422407,0.22364404457003523,0.3116162069894888,0.6768063844621021,0.07199906817288317,0.03492439964423362,0.09769792251544077,0.0955685618729097,0.0
120,WPLZ11,Shoppings,7350.0,232.0,0.014543691203569005,0.2192764674587693,0.2848373724489796,0.3764458464773922,0.3905236020979643,0.6100278873858758,0.7365302284261561,0.7203395921300871,0.6570156397565281,0.01910285083354407,0.0285243107026386,0.07736545692750073,0.14381270903010032,0.024390243902439025
121,XPCM11,Lajes Corporativas,9724.0,4560.0,0.03297449325962564,0.3833126440858309,0.7102200255102041,0.7058966270322737,0.7510000888967908,0.10004744327057707,0.23773520711457222,0.27708202317851044,0.5505931042666917,0.06977449192009953,0.029647198339756892,0.12042944889660218,0.0,0.024390243902439025
122,XPIN11,Outros,11920.0,1714.0,0.02987101154107264,0.3055506295442455,0.4766422193877551,0.4291838550513629,0.23584318606098317,0.368414353325079,0.47357080076740604,0.4870541730302758,0.9080651302159305,0.06609558604683544,0.04185072635635932,0.09584332941997176,0.0,0.04878048780487805
123,XPLG11,Logística,10111.0,12556.0,0.02599165939288139,0.2912307146657209,0.5262276785714286,0.5369246946534012,0.0,0.07601337668799686,0.23773520711457222,0.2584224238612883,0.5454581415242211,0.13337836868103575,0.034572339163949,0.09962057407312881,0.0,0.12195121951219512
124,XPML11,Shoppings,10600.0,16227.0,0.03429735234215886,0.36628834899804935,0.5461575255102041,0.48806923885788245,0.47648679882656236,0.7442344854719449,0.42325467106444514,0.45145090288383793,0.7594033850702874,0.19998613174699695,0.03694040913133709,0.09659197250438126,0.07692307692307693,0.17073170731707318
