,Ano/Mês,Unnamed: 0,Códigodo fundo,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
0,201902,0,ABCP11,9435.0,0.0625214930032008,0.0050431577926486285,0.30754566412484485,0.4658003826530613,0.44625090997330746,0.4779091474797759,0.0802716995105243,0.23773520711457224,0.261728505974306,0.54636794715216,0.3661171924650681,0.00447672694930329,1.0,0.020066889632107024,0.024390243902439025
1,201902,1,AEFI11,15990.0,0.01689019389995503,0.04732809620793328,0.3338801205887569,0.6080197704081634,0.6685270565396749,0.6957062850031114,0.08714518797949525,0.23773520711457224,0.26706495373281824,0.5478364921059528,0.03376465815834178,0.055069670916098434,0.10028414407976452,0.0,0.04878048780487805
2,201902,2,AGCX11,1.19001,0.003055313070391239,0.2909514111143439,0.2794378435892889,0.4828603316326531,0.5243872846396506,0.5657391768157171,0.07293534986519168,0.23773520711457224,0.25603270146437873,0.5448005102822869,0.16715124388093766,0.39463385710050397,0.11022067956374526,0.0955685618729097,1.0
3,201902,4,ALZR11,9829.0,0.05172869878052006,0.02542915333139365,0.2935804220606491,0.5484693877551021,0.5592493731294993,0.5767623788781225,0.9009708513174188,0.7384298418878945,0.7380109603809182,0.6115401921469928,0.026725474803980298,0.035061517936554994,0.0922872747690266,0.0,0.04878048780487805
4,201902,5,ATSA11,11399.0,0.0,0.003879352148191252,0.044245433587515516,0.1483577806122449,0.10118903178840087,0.10880967197084183,0.01154838635022391,0.23773520711457224,0.20837301230796876,0.5316849699121344,0.06350918019159987,0.03892306552030832,0.10045429023531212,0.3729096989966556,0.024390243902439025
5,201902,6,BBFI11B,2.28397,0.002711425019178372,1.0,0.4783649583259443,0.9103156887755102,0.9873008169538138,0.9598186505467152,0.12485680232356312,0.23773520711457224,0.2963435450543527,0.5558937109685969,0.13312213621373112,1.0,0.06443434910588196,0.6453177257525085,0.04878048780487805
6,201902,8,BBRC11,13600.0,0.01736634658624977,0.03569003976335952,0.2927824082284093,0.5453603316326531,0.5435573889832566,0.5648502089074584,0.07641838021731333,0.23773520711457224,0.25873686101877635,0.5455446719507914,0.053801568373012185,0.0366698784464868,0.1480271553264254,0.0955685618729097,0.4878048780487805
7,201902,10,BCFF11,8450.0,0.21163664259450307,0.02056056638541364,0.2780634864337649,0.5272640306122449,0.5378953328480143,0.5664503511423238,0.07257663245351137,0.23773520711457224,0.2557541999820321,0.5447238690473246,0.19746494614078472,0.030410613697005626,0.09002433090024331,0.0955685618729097,0.0
8,201902,11,BCIA11,10705.0,0.02536835700870301,0.027155465037338764,0.2870189749955666,0.5283003826530612,0.5235784194774731,0.5519601742377099,0.07491408139413787,0.23773520711457224,0.2575689515766777,0.5452232732235304,0.07046360663194366,0.04317002668247849,0.07326493457880319,0.0955685618729097,0.0
9,201902,12,BCRI11,11100.0,0.05198000158717562,0.03879352148191252,0.39834190459301294,0.7708864795918368,0.7599288198657285,0.7137523335407592,0.1039701917402423,0.23773520711457224,0.2801275716467523,0.5514312132554724,0.037148353120025145,0.0363289356655796,0.10788967723274293,0.0955685618729097,0.0
10,201902,13,BMLC11B,7799.0,0.004602809300849139,0.016704490350111532,0.2447685759886505,0.4460299744897959,0.4134918709051201,0.4275935638723442,0.06388641386732086,0.23773520711457224,0.2490072769742161,0.5428671733229167,0.025037929395108748,0.033516157723095165,0.06290303370595343,0.4013377926421405,0.04878048780487805
11,201902,14,BNFS11,12050.0,0.0012036081792450334,0.030425758898263988,0.26143819826210324,0.4982461734693878,0.5456604384049178,0.6025424482176193,0.06823730892512063,0.23773520711457224,0.2523852304375168,0.5437967573340717,0.013410180930453852,0.03354580492143492,0.14030251986456366,0.0955685618729097,0.4390243902439024
12,201902,15,BPFF11,9518.0,0.0289924080099463,0.02327611288914751,0.27513743571555244,0.5173788265306123,0.5318288441316833,0.58903013601209,0.07181291151251462,0.23773520711457224,0.2551612613421975,0.5445606973857922,0.06450052925496479,0.033671805514378886,0.09349531247341468,0.0955685618729097,0.0
13,201902,16,BRCR11,10375.0,0.2835224717615004,0.015905343807584134,0.17520837027841818,0.2854751275510204,0.2904634797379277,0.3141612587785581,0.4907832768256981,0.09861923618527374,0.1021471565897044,0.5993764864691136,1.0,0.0456344500444708,0.0607421775304987,0.5551839464882944,0.24390243902439024
14,201902,17,BTCR11,9843.0,0.0,0.027039084472893025,0.3139297747827629,0.0,0.0,0.0,0.08193799974542636,0.23773520711457224,0.2630221902793998,0.5467239580500491,0.014655156488017431,0.036184405573673285,0.08733602164259098,0.0955685618729097,0.0
15,201902,18,BZLI11,1410.0,0.6014469751077957,0.0,0.0,0.0,0.0,0.0,0.0,0.3018778765912807,0.26038091815649983,0.5573128099643494,0.14303357743995718,0.003487251704713905,0.117230701172307,0.0955685618729097,0.0
16,201902,20,CBOP11,7199.0,0.017141496706610585,0.018232955096498884,0.2854672814328782,0.5136320153061225,0.5356305103939174,0.5794292826028979,0.0745090778648214,0.23773520711457224,0.2572545144191896,0.54513674279696,0.032662562952463316,0.028112955825674472,0.07632756537866027,0.11705685618729098,0.024390243902439025
17,201902,21,CEOC11,8390.0,0.033701029018860934,0.02119290078556881,0.2887036708636283,0.5427295918367346,0.5567418911267492,0.5811183216285891,0.07535379951168146,0.23773520711457224,0.257910340490522,0.5453172205438066,0.053351539757540166,0.03176326712125704,0.08187433004951253,0.0,0.024390243902439025
18,201902,22,CNES11,7550.0,0.0,0.0044922897876054696,0.06579180705798901,0.07948022959183673,0.1565154088813395,0.21628589207929594,0.33784237262639005,0.18951715795144172,0.16684035576318387,0.032458799155463014,0.10224786344560338,0.033827453305662614,0.05713507903288925,1.0,0.024390243902439025
19,201902,23,CPTS11B,10200.0,0.04672909557442531,0.02521578896324314,0.280413193828693,0.6757015306122449,0.6605192914341179,0.7065516934838652,0.0731899235121906,0.23773520711457224,0.25623034767765696,0.5448549008361311,0.04974419360958299,0.03468351615772309,0.10064145100641453,0.0955685618729097,0.0
20,201902,25,CXCE11B,2.228,0.00022484987963918208,0.7533003588400736,0.3791895726192587,0.6779336734693878,0.7131764134918709,0.7306427237976708,0.09897129103553616,0.23773520711457224,0.2762465187314706,0.5503631805618051,0.052335226667775465,0.854932552623777,0.08469875623160295,0.0955685618729097,0.024390243902439025
21,201902,26,CXRI11,1.00025,0.0008332672010157924,0.2715546503733877,0.29335875155169355,0.6201371173469388,0.6110976300250748,0.6325006667259312,0.07656881009963086,0.23773520711457224,0.2588536519629862,0.5455768118235175,0.055890007391602034,0.3911243699970353,0.0813979208139792,0.0955685618729097,0.0
22,201902,27,CXTL11,48202.0,0.00044969975927836416,0.05983124818155368,0.141558787018975,0.13058035714285715,0.09334303971527946,0.12872255311583253,0.03694789340307108,0.23773520711457224,0.22809271404186504,0.537111663807042,0.00730425495181575,0.3497850578120368,0.007214196995218893,0.0955685618729097,0.0975609756097561
23,201902,28,DOMC11,55000.0,0.0008332672010157924,0.0,0.0,0.0,0.0,0.0,0.0,0.6488361323491886,0.5901985446051567,0.28203232776736664,0.08834996849520442,0.3693596205158613,0.014207203988225888,0.3919732441471572,0.024390243902439025
24,201902,29,DRIT11B,16100.0,0.00017194402560643336,0.02599165939288139,0.1844741975527576,0.4013871173469388,0.4376769392542264,0.5982754022579785,0.048149133871023736,0.23773520711457224,0.2367891474261073,0.5395048481761858,0.010293508733262973,0.045263860065223836,0.13986013986013987,0.12709030100334448,0.0975609756097561
25,201902,30,EDFO11B,28995.0,0.0010713435441631616,0.06957230142566193,0.2789945025713779,0.4996014030612245,0.5112836690123757,0.5388923459863099,0.07281963457110126,0.23773520711457224,0.25594286227652496,0.5447757873032669,0.003694265410032208,0.06510524755410614,0.19701223350858388,0.11638795986622075,0.024390243902439025
26,201902,31,EDGA11,4849.0,0.0,0.015284647463873532,0.3608352544777443,0.5901626275510204,0.4777966512982286,0.3647435327584673,0.5698052511600459,0.9835177817051158,0.9872428353247684,0.6483156234393619,0.1226332933595384,0.0306700266824785,0.01701461555476154,0.32608695652173914,0.024390243902439025
27,201902,32,EURO11,16100.0,0.004404412348226331,0.028707205896615264,0.2056658982089023,0.35977359693877553,0.4085577934158376,0.4678638101164548,0.053680324928545804,0.23773520711457224,0.2410834606055161,0.5406866065733457,0.03741865744506959,0.11734361102875775,0.006329436986371293,0.6222408026755853,0.14634146341463414
28,201902,33,FAED11,22489.0,0.0,0.05554456405780234,0.2822752261039192,0.5577168367346939,0.5865081290948799,0.642190416925949,0.07367592774737038,0.23773520711457224,0.2566076722666427,0.5449587373480155,0.028067749411106374,0.05685591461606879,0.16551818011672026,0.0,0.07317073170731707
