;Códigodo fundo;Setor;Preço Atual;Liquidez Diária;Dividendo;DividendYield;DY (3M)Acumulado;DY (6M)Acumulado;DY (12M)Acumulado;DY (3M)Média;DY (6M)Média;DY (12M)Média;DY Ano;Variação Preço;Rentab.Período;Rentab.Acumulada;PatrimônioLíq.;VPA;P/VPA;DYPatrimonial;VariaçãoPatrimonial;Rentab. Patr.no Período;Rentab. Patr.Acumulada;VacânciaFísica;VacânciaFinanceira;QuantidadeAtivos
12;BCFF11;Títulos e Val. Mob.;R$ 90,68;47799.0;R$ 0,45;0,49%;1,47%;2,87%;6,13%;0,49%;0,48%;0,51%;3,98%;7,64%;8,18%;-6,45%;R$ 1.730.034.054,00;R$ 84,13;108.0;0,53%;0,47%;1,00%;-18,29%;;;0
13;BCIA11;Títulos e Val. Mob.;R$ 124,89;9281.0;R$ 0,75;0,55%;1,49%;2,85%;8,30%;0,50%;0,48%;0,69%;3,89%;-0,47%;0,07%;-35,48%;R$ 196.620.746,20;R$ 116,37;107.0;0,64%;0,98%;1,64%;-11,38%;;;0
14;BCRI11;Títulos e Val. Mob.;R$ 107,97;6681.0;R$ 0,73;0,67%;2,16%;4,16%;8,13%;0,72%;0,69%;0,68%;6,01%;0,09%;0,76%;-5,65%;R$ 375.295.904,34;R$ 104,25;104.0;0,70%;-1,30%;-0,61%;4,52%;;;0
15;BICR11;Títulos e Val. Mob.;R$ 99,95;49.0;R$ 0,28;0,29%;0,59%;1,70%;0,00%;0,20%;0,28%;0,00%;2,72%;-3,30%;-3,02%;-14,68%;R$ 49.669.734,83;R$ 99,34;101.0;0,28%;-0,22%;0,06%;-4,68%;;;0
16;BMLC11B;Lajes Corporativas;R$ 95,91;1378.0;R$ 0,56;0,60%;1,91%;3,69%;6,60%;0,64%;0,61%;0,55%;4,69%;-1,87%;-1,28%;-7,67%;R$ 93.851.011,51;R$ 94,00;102.0;0,60%;-0,01%;0,59%;3,00%;1,70%;;2
17;BNFS11;Outros;R$ 125,19;469.0;R$ 0,94;0,74%;2,22%;4,62%;8,76%;0,74%;0,77%;0,73%;5,92%;-0,55%;0,19%;1,67%;R$ 67.121.448,38;R$ 95,89;131.0;0,98%;-0,01%;0,97%;8,32%;;;18
18;BPFF11;Títulos e Val. Mob.;R$ 81,84;18159.0;R$ 0,50;0,60%;1,77%;3,53%;7,94%;0,59%;0,59%;0,66%;4,80%;1,82%;2,42%;-28,05%;R$ 243.836.796,36;R$ 91,36;90.0;0,55%;-2,33%;-1,80%;-11,65%;;;0
19;BPML11;Shoppings;R$ 97,26;5678.0;R$ 0,28;0,31%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,31%;0,00%;0,31%;0,31%;R$ 582.946.212,18;R$ 135,41;72.0;;;;;5,60%;;7
20;BRCO11;Logística;R$ 129,30;5851.0;R$ 0,55;0,44%;1,32%;2,78%;0,00%;0,44%;0,46%;0,00%;3,64%;-0,14%;0,30%;-0,29%;R$ 1.206.014.129,57;R$ 95,97;135.0;0,57%;0,02%;0,59%;4,78%;0,00%;;10
21;BRCR11;Híbrido;R$ 90,32;47974.0;R$ 0,46;0,51%;1,49%;2,96%;6,14%;0,50%;0,49%;0,51%;3,48%;0,67%;1,18%;-12,59%;R$ 2.827.903.713,77;R$ 106,16;85.0;;;;;12,40%;7,10%;12
22;BTCR11;Títulos e Val. Mob.;R$ 85,54;3840.0;R$ 0,33;0,38%;1,28%;2,67%;6,09%;0,43%;0,44%;0,51%;3,87%;-0,63%;-0,25%;-11,07%;R$ 464.796.515,50;R$ 96,63;89.0;0,34%;-0,88%;-0,54%;2,32%;;;0
23;BTLG11;Logística;R$ 104,50;32533.0;R$ 0,33;0,31%;1,24%;2,79%;5,61%;0,41%;0,47%;0,47%;3,95%;-3,75%;-3,45%;0,91%;R$ 706.479.322,70;R$ 101,15;103.0;0,33%;0,81%;1,13%;5,08%;0,00%;;8
24;BZLI11;Títulos e Val. Mob.;R$ 14,53;33727.0;R$ 0,00;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,68%;0,68%;1,14%;R$ 428.217.278,87;R$ 11,86;123.0;;;;;;;0
25;CARE11;Híbrido;R$ 0,80;303800.0;R$ 0,00;0,45%;0,45%;0,45%;0,45%;0,15%;0,08%;0,04%;0,45%;0,00%;0,45%;0,45%;R$ 250.148.171,79;R$ 1,40;57.0;;;;;;;0
26;CBOP11;Lajes Corporativas;R$ 78,98;876.0;R$ 0,49;0,63%;1,78%;3,43%;6,79%;0,59%;0,57%;0,57%;4,48%;7,51%;8,20%;-15,51%;R$ 121.592.151,97;R$ 85,93;92.0;0,57%;0,00%;0,57%;4,76%;10,37%;10,87%;1
27;CEOC11;Lajes Corporativas;R$ 82,49;2840.0;R$ 0,58;0,70%;2,02%;4,03%;7,65%;0,67%;0,67%;0,64%;5,20%;-1,03%;-0,34%;-11,24%;R$ 178.017.897,11;R$ 98,04;84.0;0,59%;-0,03%;0,56%;4,28%;0,00%;;1
28;CNES11;Lajes Corporativas;R$ 65,50;339.0;R$ 0,23;0,35%;1,08%;2,52%;3,72%;0,36%;0,42%;0,31%;2,93%;2,34%;2,70%;-20,64%;R$ 279.883.670,90;R$ 94,90;69.0;0,24%;-0,18%;0,07%;1,15%;36,30%;;1
29;CPFF11;Híbrido;R$ 77,40;5030.0;R$ 0,40;0,48%;1,30%;0,00%;0,00%;0,43%;0,00%;0,00%;2,87%;5,08%;5,58%;-16,23%;R$ 336.914.039,59;R$ 84,78;91.0;;;;;;;0
30;CPTS11;Títulos e Val. Mob.;R$ 96,50;37005.0;R$ 0,75;0,78%;2,17%;4,23%;7,93%;0,72%;0,70%;0,66%;5,51%;0,22%;1,00%;-5,41%;R$ 792.841.202,21;R$ 93,92;103.0;0,80%;-1,10%;-0,31%;-1,06%;;;0
31;CRFF11;Títulos e Val. Mob.;R$ 81,50;197.0;R$ 0,42;0,52%;1,59%;2,79%;6,30%;0,53%;0,47%;0,53%;4,06%;-4,06%;-3,56%;-26,06%;R$ 64.139.985,48;R$ 92,95;88.0;0,45%;1,71%;2,17%;-10,07%;;;0
32;CTXT11;Lajes Corporativas;R$ 48,94;515.0;R$ 0,38;0,77%;2,25%;4,63%;8,43%;0,75%;0,77%;0,70%;5,94%;1,86%;2,64%;-10,94%;R$ 138.677.122,69;R$ 53,45;92.0;0,71%;0,14%;0,85%;5,49%;8,60%;;1
33;CVBI11;Títulos e Val. Mob.;R$ 96,55;7354.0;R$ 0,67;0,72%;2,08%;4,00%;0,00%;0,69%;0,67%;0,00%;5,59%;3,40%;4,15%;-6,32%;R$ 352.875.952,21;R$ 100,05;96.0;0,67%;0,37%;1,04%;5,29%;;;0
34;CXCE11B;Outros;R$ 101,00;313.0;R$ 0,80;0,78%;2,36%;4,98%;9,72%;0,79%;0,83%;0,81%;6,49%;2,20%;3,01%;-96,06%;R$ 147.477.555,23;R$ 86,10;117.0;0,93%;-0,15%;0,78%;-95,73%;0,00%;;1
35;CXRI11;Híbrido;R$ 180,00;1521.0;R$ 7,00;0,46%;2,23%;4,43%;10,96%;0,74%;0,74%;0,91%;5,50%;-10,75%;-10,33%;-7,62%;R$ 154.350.188,72;R$ 979,53;18.0;0,71%;0,33%;1,04%;-9,18%;;;0
36;CXTL11;Logística;R$ 325,36;2145.0;R$ 1,39;0,42%;0,94%;1,42%;3,04%;0,31%;0,24%;0,25%;1,42%;6,80%;7,24%;-36,11%;R$ 41.129.048,95;R$ 767,38;42.0;0,18%;0,00%;0,18%;0,69%;27,70%;67,20%;4
37;DMAC11;Residencial;R$ 375,99;374.0;R$ 2,64;0,71%;2,24%;4,53%;8,92%;0,75%;0,75%;0,74%;5,27%;-0,53%;0,18%;-39,44%;R$ 93.708.040,18;R$ 600,28;63.0;0,44%;-4,09%;-3,67%;-16,20%;;;0
38;DOMC11;Lajes Corporativas;R$ 440,00;1489.0;R$ 0,00;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;4,35%;4,35%;-10,00%;R$ 244.148.383,80;R$ 999,05;44.0;;;;;23,44%;;1
39;DRIT11B;Lajes Corporativas;R$ 137,00;1141.0;R$ 0,30;0,22%;0,78%;1,65%;3,97%;0,26%;0,27%;0,33%;2,54%;-3,78%;-3,57%;-8,34%;R$ 60.561.962,30;R$ 130,73;105.0;0,23%;0,08%;0,31%;2,41%;6,30%;;6
40;EDFO11B;Lajes Corporativas;R$ 270,00;1.0;R$ 1,35;0,51%;1,64%;3,50%;6,70%;0,55%;0,58%;0,56%;4,57%;-0,75%;-0,24%;1,92%;R$ 47.934.663,49;R$ 203,11;133.0;0,66%;0,11%;0,77%;5,96%;6,96%;;1
41;EDGA11;Lajes Corporativas;R$ 30,51;2566.0;R$ 0,12;0,38%;1,40%;2,34%;4,85%;0,47%;0,39%;0,40%;3,26%;1,26%;1,65%;-38,92%;R$ 300.486.099,23;R$ 78,83;39.0;0,15%;-0,18%;-0,03%;1,09%;41,70%;;1
42;EURO11;Logística;R$ 220,00;1157.0;R$ 0,75;0,35%;1,13%;2,29%;4,35%;0,38%;0,38%;0,36%;3,00%;4,35%;4,71%;5,98%;R$ 117.673.752,79;R$ 306,49;72.0;0,24%;0,00%;0,25%;2,00%;0,00%;;6
43;FAED11;Outros;R$ 209,10;1060.0;R$ 1,29;0,58%;1,78%;3,66%;7,08%;0,59%;0,61%;0,59%;4,85%;6,05%;6,67%;-14,90%;R$ 131.688.093,77;R$ 205,07;102.0;0,63%;0,00%;0,63%;5,50%;0,00%;;3
44;FAMB11B;Lajes Corporativas;R$ 3.106,00;14.0;R$ 26,13;0,82%;2,52%;5,58%;10,97%;0,84%;0,93%;0,91%;7,47%;-0,17%;0,64%;-0,29%;R$ 372.581.613,66;R$ 3.555,17;87.0;0,73%;0,54%;1,28%;10,56%;0,00%;;1
45;FCFL11;Outros;R$ 115,69;3151.0;R$ 0,57;0,50%;1,58%;3,01%;5,71%;0,53%;0,50%;0,48%;3,99%;5,30%;5,82%;-13,88%;R$ 367.750.558,96;R$ 105,86;109.0;0,53%;-0,14%;0,39%;4,06%;0,00%;;1
46;FEXC11;Títulos e Val. Mob.;R$ 100,29;1394.0;R$ 0,50;0,48%;2,12%;4,74%;8,18%;0,71%;0,79%;0,68%;6,00%;1,80%;2,28%;0,77%;R$ 338.534.707,10;R$ 98,93;101.0;0,51%;0,16%;0,67%;4,08%;;;0
47;FIGS11;Shoppings;R$ 61,06;3466.0;R$ 0,10;0,16%;0,33%;1,45%;3,77%;0,11%;0,24%;0,31%;1,45%;7,61%;7,78%;-24,21%;R$ 278.911.650,14;R$ 97,86;62.0;0,05%;0,24%;0,29%;0,51%;10,90%;;2
48;FIIB11;Híbrido;R$ 507,03;689.0;R$ 2,37;0,51%;1,23%;2,49%;5,42%;0,41%;0,41%;0,45%;3,01%;-2,55%;-2,05%;-19,30%;R$ 291.917.871,45;R$ 426,16;119.0;;;;;2,58%;;1
49;FIIP11B;Logística;R$ 188,00;1665.0;R$ 0,79;0,41%;6,12%;7,89%;11,91%;2,04%;1,32%;0,99%;9,94%;-2,99%;-2,59%;1,61%;R$ 183.989.266,73;R$ 198,44;95.0;0,40%;0,24%;0,64%;11,90%;0,00%;;7
50;FIVN11;Shoppings;R$ 4,36;941.0;R$ 0,00;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 71.557.594,51;R$ 7,60;57.0;;;;;56,00%;;1
51;FLMA11;Híbrido;R$ 3,04;16412.0;R$ 0,01;0,18%;0,61%;1,37%;3,27%;0,20%;0,23%;0,27%;2,02%;4,71%;4,90%;-19,87%;R$ 200.760.100,91;R$ 2,91;105.0;0,19%;0,10%;0,29%;2,78%;6,00%;;2
52;FLRP11;Shoppings;R$ 1.355,05;10.0;R$ 1,74;0,13%;1,35%;2,81%;5,37%;0,45%;0,47%;0,45%;1,35%;2,91%;3,04%;4,31%;R$ 103.584.740,45;R$ 1.587,94;85.0;0,11%;-1,57%;-1,46%;1,12%;1,96%;;1
53;FMOF11;Lajes Corporativas;R$ 88,06;1.0;R$ 0,27;0,25%;1,06%;1,06%;3,09%;0,35%;0,18%;0,26%;1,06%;22,10%;22,40%;19,19%;R$ 66.524.360,72;R$ 130,95;67.0;;;;;43,75%;;1
54;FPAB11;Lajes Corporativas;R$ 307,53;26.0;R$ 1,50;0,48%;1,55%;3,06%;6,00%;0,52%;0,51%;0,50%;3,90%;-3,11%;-2,64%;-20,48%;R$ 310.300.499,93;R$ 413,73;74.0;0,36%;0,04%;0,40%;3,39%;27,26%;;1
55;FVPQ11;Shoppings;R$ 159,60;302.0;R$ 0,08;0,05%;0,52%;0,93%;4,76%;0,17%;0,16%;0,40%;1,72%;-3,87%;-3,82%;-26,20%;R$ 599.212.018,77;R$ 213,99;75.0;;;;;2,40%;;1
56;GGRC11;Logística;R$ 145,00;9622.0;R$ 0,68;0,47%;1,40%;3,12%;6,26%;0,47%;0,52%;0,52%;4,41%;5,90%;6,40%;8,84%;R$ 810.326.627,48;R$ 124,61;116.0;0,55%;-0,03%;0,52%;10,17%;0,00%;0,00%;15
57;GRLV11;Logística;R$ 138,29;1498.0;R$ 0,71;0,54%;1,67%;3,36%;6,46%;0,56%;0,56%;0,54%;4,35%;-0,90%;-0,37%;5,79%;R$ 141.554.795,22;R$ 131,86;105.0;0,54%;0,04%;0,57%;4,50%;3,70%;3,40%;1
58;GSFI11;Shoppings;R$ 2,70;1292.0;R$ 0,00;0,03%;0,03%;0,03%;0,03%;0,01%;0,00%;0,00%;0,03%;0,00%;0,03%;0,03%;R$ 814.855.061,11;R$ 11,90;23.0;;;;;;;10
59;GTWR11;Lajes Corporativas;R$ 117,56;22168.0;R$ 0,69;0,61%;1,76%;3,62%;7,24%;0,59%;0,60%;0,60%;4,80%;-0,53%;0,08%;1,55%;R$ 1.175.736.130,79;R$ 97,98;120.0;0,70%;-0,04%;0,66%;5,42%;0,00%;0,00%;1
60;HABT11;Títulos e Val. Mob.;R$ 113,57;14164.0;R$ 0,97;0,89%;2,38%;4,79%;0,00%;0,79%;0,80%;0,00%;6,60%;6,14%;7,08%;0,62%;R$ 388.662.590,27;R$ 101,52;112.0;0,96%;-0,25%;0,70%;7,08%;;;0
61;HBRH11;Híbrido;R$ 96,99;1135.0;R$ 0,70;0,70%;2,04%;4,09%;0,00%;0,68%;0,68%;0,00%;5,16%;-1,01%;-0,31%;4,22%;R$ 221.094.501,30;R$ 98,45;99.0;0,71%;0,03%;0,74%;3,08%;;;3
62;HBTT11;Títulos e Val. Mob.;R$ 1.033,00;9.0;R$ 9,00;0,86%;2,64%;5,00%;8,91%;0,88%;0,83%;0,74%;6,62%;-16,55%;-15,83%;-39,29%;R$ 166.164.061,99;R$ 922,04;112.0;0,98%;-1,42%;-0,46%;-11,86%;;;0
63;HCRI11;Hospital;R$ 440,16;31.0;R$ 2,60;0,60%;1,84%;3,72%;7,47%;0,61%;0,62%;0,62%;5,04%;0,23%;0,83%;6,39%;R$ 58.381.851,12;R$ 291,91;151.0;0,89%;-0,01%;0,88%;7,49%;0,00%;;1
64;HCTR11;Outros;R$ 127,04;29836.0;R$ 2,12;1,64%;3,39%;6,38%;12,41%;1,13%;1,06%;1,03%;9,16%;1,77%;3,43%;9,29%;R$ 325.463.749,05;R$ 116,70;109.0;1,82%;-0,39%;1,42%;11,89%;;;0
65;HFOF11;Títulos e Val. Mob.;R$ 104,85;29400.0;R$ 0,50;0,44%;1,81%;4,10%;8,30%;0,60%;0,68%;0,69%;5,24%;-2,83%;-2,40%;-3,42%;R$ 1.887.490.565,15;R$ 99,90;105.0;0,50%;0,94%;1,44%;-3,17%;;;0
66;HGBS11;Shoppings;R$ 211,49;9456.0;R$ 0,25;0,12%;0,40%;1,15%;4,14%;0,13%;0,19%;0,35%;2,14%;4,48%;4,61%;-25,12%;R$ 2.274.819.171,44;R$ 227,48;93.0;0,11%;1,01%;1,12%;-3,23%;7,81%;;16
67;HGCR11;Títulos e Val. Mob.;R$ 102,50;19205.0;R$ 0,48;0,46%;1,38%;3,15%;6,35%;0,46%;0,53%;0,53%;4,19%;3,81%;4,29%;-7,40%;R$ 1.295.237.859,56;R$ 104,69;98.0;0,46%;-1,04%;-0,58%;2,90%;;;0
68;HGFF11;Títulos e Val. Mob.;R$ 98,97;2412.0;R$ 0,55;0,55%;1,66%;3,41%;6,56%;0,55%;0,57%;0,55%;4,49%;2,76%;3,33%;-7,14%;R$ 181.912.517,02;R$ 101,06;98.0;0,54%;1,44%;1,99%;-4,60%;;;0
69;HGLG11;Logística;R$ 168,63;59154.0;R$ 0,78;0,43%;1,27%;2,65%;5,29%;0,42%;0,44%;0,44%;3,49%;1,11%;1,54%;-1,59%;R$ 2.580.228.390,24;R$ 139,95;120.0;0,56%;3,78%;4,36%;7,20%;9,20%;11,20%;14
70;HGPO11;Lajes Corporativas;R$ 224,98;1241.0;R$ 0,94;0,43%;1,31%;2,67%;5,20%;0,44%;0,45%;0,43%;3,49%;5,19%;5,64%;2,75%;R$ 336.083.801,77;R$ 203,69;110.0;0,46%;0,01%;0,47%;3,79%;0,00%;0,00%;2
71;HGRE11;Lajes Corporativas;R$ 150,00;26389.0;R$ 0,65;0,44%;1,29%;2,50%;5,16%;0,43%;0,42%;0,43%;3,29%;4,90%;5,36%;-23,36%;R$ 1.772.777.605,90;R$ 163,96;91.0;0,40%;0,30%;0,70%;3,30%;27,33%;28,61%;22
72;HGRU11;Híbrido;R$ 132,83;43925.0;R$ 0,68;0,52%;1,58%;3,39%;6,68%;0,53%;0,56%;0,56%;4,43%;2,15%;2,68%;3,51%;R$ 1.351.133.054,10;R$ 107,80;123.0;0,63%;-0,03%;0,60%;4,67%;0,00%;0,00%;15
73;HLOG11;Logística;R$ 118,00;982.0;R$ 0,63;0,53%;1,53%;3,11%;0,00%;0,51%;0,52%;0,00%;3,69%;-3,89%;-3,39%;13,17%;R$ 190.290.108,55;R$ 112,60;105.0;0,56%;0,56%;1,12%;4,98%;0,00%;0,00%;2
74;HMOC11;Shoppings;R$ 233,00;1970.0;R$ 0,25;0,11%;0,16%;0,56%;3,54%;0,05%;0,09%;0,29%;1,56%;11,23%;11,36%;-11,30%;R$ 88.568.809,71;R$ 231,85;100.0;0,11%;9,56%;9,68%;10,43%;4,00%;;1
75;HPDP11;Shoppings;R$ 91,70;57.0;R$ 0,06;0,07%;0,07%;0,00%;0,00%;0,02%;0,00%;0,00%;0,85%;5,88%;5,95%;7,87%;R$ 278.282.283,11;R$ 95,67;96.0;0,37%;0,22%;0,59%;0,20%;4,50%;;1
76;HSML11;Shoppings;R$ 92,66;24180.0;R$ 0,26;0,28%;0,69%;1,44%;4,74%;0,23%;0,24%;0,39%;2,45%;6,29%;6,59%;-22,91%;R$ 1.575.378.129,07;R$ 99,83;93.0;0,26%;0,22%;0,49%;6,30%;4,80%;;5
77;HTMX11;Hotel;R$ 116,98;1522.0;R$ 0,00;0,00%;0,80%;2,20%;5,41%;0,27%;0,37%;0,45%;0,80%;-28,14%;-28,14%;-32,26%;R$ 182.023.197,07;R$ 144,81;81.0;;;;;94,00%;;23
78;HUSC11;Outros;R$ 145,08;9145.0;R$ 0,73;0,47%;1,41%;1,69%;2,52%;0,47%;0,28%;0,21%;1,41%;6,21%;6,71%;15,61%;R$ 72.162.874,40;R$ 99,42;146.0;0,73%;-0,06%;0,67%;4,39%;;;0
79;IBFF11;Títulos e Val. Mob.;R$ 73,05;5072.0;R$ 0,35;0,46%;1,48%;2,73%;0,00%;0,49%;0,46%;0,00%;4,42%;1,91%;2,39%;-24,18%;R$ 59.490.209,45;R$ 89,23;82.0;0,39%;0,85%;1,24%;-18,99%;;;0
80;IRDM11;Títulos e Val. Mob.;R$ 120,99;60052.0;R$ 1,05;0,88%;2,40%;4,46%;8,98%;0,80%;0,74%;0,75%;6,11%;3,24%;4,15%;7,31%;R$ 1.129.438.312,12;R$ 98,21;123.0;1,07%;1,14%;2,22%;0,56%;;;0
81;JRDM11;Shoppings;R$ 76,25;449.0;R$ 0,16;0,22%;0,22%;0,61%;3,90%;0,07%;0,10%;0,32%;0,61%;-1,51%;-1,30%;-26,43%;R$ 228.038.308,80;R$ 90,38;84.0;;;;;2,21%;;1
82;JSRE11;Híbrido;R$ 98,30;19067.0;R$ 0,52;0,53%;1,48%;2,73%;5,41%;0,49%;0,45%;0,45%;3,51%;-0,21%;0,31%;-12,75%;R$ 2.336.291.843,98;R$ 112,50;87.0;0,46%;0,27%;0,73%;0,64%;3,00%;;4
83;KFOF11;Títulos e Val. Mob.;R$ 112,01;1038.0;R$ 0,46;0,41%;1,63%;3,01%;5,55%;0,54%;0,50%;0,46%;3,86%;-0,55%;-0,14%;-8,79%;R$ 466.707.137,91;R$ 109,60;102.0;0,42%;1,83%;2,26%;-10,73%;;;0
84;KNCR11;Títulos e Val. Mob.;R$ 90,18;46901.0;R$ 0,27;0,30%;0,97%;2,16%;4,92%;0,32%;0,36%;0,41%;3,03%;1,44%;1,75%;-12,06%;R$ 3.820.768.291,10;R$ 97,73;92.0;0,28%;0,34%;0,62%;-4,08%;;;0
85;KNHY11;Títulos e Val. Mob.;R$ 108,49;8829.0;R$ 0,65;0,60%;1,30%;2,70%;6,41%;0,43%;0,45%;0,53%;4,32%;-0,09%;0,50%;-3,62%;R$ 1.140.648.019,70;R$ 106,69;102.0;0,61%;-1,26%;-0,66%;0,35%;;;0
86;KNIP11;Títulos e Val. Mob.;R$ 110,30;68614.0;R$ 0,75;0,67%;1,76%;3,38%;6,90%;0,59%;0,56%;0,58%;4,79%;1,83%;2,51%;-0,02%;R$ 3.631.683.376,23;R$ 106,86;103.0;0,70%;-2,04%;-1,35%;-1,75%;;;0
87;KNRE11;Residencial;R$ 4,18;5956.0;R$ 0,26;3,92%;5,11%;5,11%;9,25%;1,70%;0,85%;0,77%;7,82%;5,28%;9,41%;-24,78%;R$ 72.312.057,62;R$ 3,90;107.0;;;;;;;0
88;KNRI11;Híbrido;R$ 166,00;21344.0;R$ 0,65;0,40%;1,19%;2,40%;4,94%;0,40%;0,40%;0,41%;3,24%;4,83%;5,24%;-6,52%;R$ 3.700.163.578,74;R$ 156,78;106.0;0,41%;-0,15%;0,26%;7,61%;5,91%;9,30%;19
89;LASC11;Shoppings;R$ 95,20;2863.0;R$ 0,20;0,20%;0,55%;0,00%;0,00%;0,18%;0,00%;0,00%;0,70%;12,59%;12,82%;-0,22%;R$ 242.803.366,36;R$ 96,42;99.0;0,21%;-0,85%;-0,64%;0,04%;5,60%;;3
90;LGCP11;Logística;R$ 99,98;1700.0;R$ 0,52;0,52%;1,41%;2,79%;0,00%;0,47%;0,46%;0,00%;3,37%;0,92%;1,44%;-1,70%;R$ 168.700.502,84;R$ 95,70;104.0;0,54%;-0,46%;0,08%;3,49%;3,14%;;3
91;LUGG11;Residencial;R$ 107,10;219.0;R$ 0,47;0,44%;1,34%;2,73%;0,00%;0,45%;0,46%;0,00%;3,25%;0,07%;0,51%;2,82%;R$ 97.800.390,56;R$ 108,67;99.0;0,43%;-0,41%;0,02%;17,70%;35,00%;;4
92;LVBI11;Logística;R$ 123,29;23515.0;R$ 0,67;0,54%;1,60%;3,17%;5,86%;0,53%;0,53%;0,49%;3,69%;-7,84%;-7,34%;3,41%;R$ 816.289.002,22;R$ 108,29;114.0;;;;;6,70%;1,00%;6
93;MALL11;Shoppings;R$ 91,82;10676.0;R$ 0,30;0,33%;0,66%;1,43%;4,10%;0,22%;0,24%;0,34%;2,55%;7,56%;7,92%;-20,13%;R$ 800.887.143,07;R$ 105,93;87.0;0,28%;0,11%;0,39%;2,59%;3,00%;;7
94;MAXR11;Outros;R$ 1.925,00;61.0;R$ 11,00;0,56%;2,55%;3,84%;7,16%;0,85%;0,64%;0,60%;3,84%;4,95%;5,54%;-14,04%;R$ 132.316.895,70;R$ 2.233,39;86.0;;;;;0,00%;;8
95;MBRF11;Outros;R$ 1.270,00;35.0;R$ 9,00;0,71%;2,09%;4,33%;8,33%;0,70%;0,72%;0,69%;5,66%;-0,09%;0,62%;2,57%;R$ 130.716.127,84;R$ 1.285,77;99.0;0,70%;0,01%;0,71%;5,87%;0,00%;;2
96;MCCI11;Títulos e Val. Mob.;R$ 102,01;30161.0;R$ 0,60;0,58%;1,73%;3,59%;0,00%;0,58%;0,60%;0,00%;5,02%;2,57%;3,17%;4,47%;R$ 715.820.656,14;R$ 98,92;103.0;0,61%;0,55%;1,16%;3,78%;;;0
97;MFAI11;Híbrido;R$ 120,00;286.0;R$ 1,11;0,90%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,95%;8,14%;9,11%;12,44%;R$ 3.808.286,14;R$ 96,31;125.0;1,15%;1,38%;2,54%;1,68%;;;0
98;MFII11;Híbrido;R$ 126,17;3269.0;R$ 0,98;0,78%;2,32%;5,03%;9,76%;0,77%;0,84%;0,81%;6,55%;2,64%;3,44%;-1,57%;R$ 290.271.878,11;R$ 115,99;109.0;0,84%;-1,19%;-0,35%;4,16%;;;9
99;MGFF11;Títulos e Val. Mob.;R$ 92,79;25673.0;R$ 0,50;0,52%;1,75%;3,75%;7,57%;0,58%;0,62%;0,63%;5,01%;1,54%;2,07%;-12,70%;R$ 782.232.033,38;R$ 86,43;107.0;0,57%;1,43%;2,02%;-26,64%;;;0
100;MGHT11;Hotel;R$ 97,00;88.0;R$ 0,60;0,60%;2,28%;0,00%;0,00%;0,76%;0,00%;0,00%;2,61%;0,00%;0,60%;2,63%;R$ 82.827.293,74;R$ 99,41;98.0;0,60%;-1,82%;-1,23%;1,82%;;;0
101;MORE11;Títulos e Val. Mob.;R$ 108,50;563.0;R$ 0,90;0,84%;2,21%;0,00%;0,00%;0,74%;0,00%;0,00%;2,52%;1,00%;1,85%;7,12%;R$ 58.107.745,47;R$ 99,53;109.0;0,90%;-3,95%;-3,09%;2,28%;;;0
102;MXRF11;Híbrido;R$ 10,87;702058.0;R$ 0,07;0,66%;1,93%;4,06%;8,85%;0,64%;0,68%;0,74%;5,55%;-2,56%;-1,92%;-3,46%;R$ 1.570.065.107,31;R$ 10,17;107.0;0,69%;-0,69%;-0,01%;5,39%;;;0
103;NCHB11;Títulos e Val. Mob.;R$ 94,35;11.0;R$ 1,00;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 51.953.223,63;R$ 90,97;104.0;1,10%;0,76%;1,87%;-1,44%;;;0
104;NEWL11;Híbrido;R$ 102,40;200.0;R$ 0,70;0,69%;1,71%;2,34%;0,00%;0,57%;0,39%;0,00%;3,50%;3,58%;4,30%;-14,90%;R$ 97.450.106,49;R$ 113,87;90.0;0,61%;0,06%;0,68%;4,63%;0,00%;;1
105;NEWU11;Lajes Corporativas;R$ 46,90;77.0;R$ 0,00;0,00%;0,00%;0,56%;16,63%;0,00%;0,09%;1,39%;0,61%;-4,04%;-4,04%;-31,62%;R$ 51.360.558,02;R$ 69,22;68.0;0,16%;-0,13%;0,03%;-22,23%;42,30%;;3
106;NSLU11;Hospital;R$ 283,50;1233.0;R$ 1,69;0,60%;3,49%;5,63%;9,71%;1,16%;0,94%;0,81%;6,32%;0,90%;1,51%;19,96%;R$ 218.374.587,70;R$ 190,75;149.0;;;;;0,00%;;1
107;NVHO11;Hospital;R$ 12,85;486.0;R$ 0,06;0,44%;1,38%;2,90%;5,54%;0,46%;0,48%;0,46%;3,84%;2,58%;3,03%;6,58%;R$ 325.659.632,86;R$ 7,85;164.0;0,76%;0,09%;0,85%;14,74%;;;1
